ano,mes,id_categoria,id_categoria_bd,categoria,peso_mensal,variacao_mensal,variacao_anual,variacao_doze_meses
2020,1,1,1.0.00.000,Alimentação e bebidas,19.3483,0.39,0.39,
2020,1,2,2.0.00.000,Habitação,15.5945,0.55,0.55,
2020,1,3,3.0.00.000,Artigos de residência,3.7529,-0.07,-0.07,
2020,1,4,4.0.00.000,Vestuário,4.577,-0.48,-0.48,
2020,1,5,5.0.00.000,Transportes,20.5979,0.32,0.32,
2020,1,6,6.0.00.000,Saúde e cuidados pessoais,13.5334,-0.32,-0.32,
2020,1,7,7.0.00.000,Despesas pessoais,10.733,0.35,0.35,
2020,1,8,8.0.00.000,Educação,6.1485,0.16,0.16,
2020,1,9,9.0.00.000,Comunicação,5.7146,0.12,0.12,
2020,2,1,1.0.00.000,Alimentação e bebidas,19.3816,0.11,0.5,
2020,2,2,2.0.00.000,Habitação,15.6461,-0.39,0.15,
2020,2,3,3.0.00.000,Artigos de residência,3.7423,-0.08,-0.15,
2020,2,4,4.0.00.000,Vestuário,4.5455,-0.73,-1.21,
2020,2,5,5.0.00.000,Transportes,20.6217,-0.23,0.1,
2020,2,6,6.0.00.000,Saúde e cuidados pessoais,13.4612,0.73,0.41,
2020,2,7,7.0.00.000,Despesas pessoais,10.7474,0.31,0.66,
2020,2,8,8.0.00.000,Educação,6.1448,3.7,3.86,
2020,2,9,9.0.00.000,Comunicação,5.7096,0.21,0.33,
2020,3,1,1.0.00.000,Alimentação e bebidas,19.3545,1.13,1.63,
2020,3,2,2.0.00.000,Habitação,15.547,0.13,0.28,
2020,3,3,3.0.00.000,Artigos de residência,3.7298,-1.08,-1.23,
2020,3,4,4.0.00.000,Vestuário,4.5008,0.21,-1,
2020,3,5,5.0.00.000,Transportes,20.5255,-0.9,-0.8,
2020,3,6,6.0.00.000,Saúde e cuidados pessoais,13.5247,0.21,0.62,
2020,3,7,7.0.00.000,Despesas pessoais,10.7541,-0.23,0.43,
2020,3,8,8.0.00.000,Educação,6.356,0.59,4.47,
2020,3,9,9.0.00.000,Comunicação,5.7077,0.04,0.36,
2020,4,1,1.0.00.000,Alimentação e bebidas,19.5588,1.79,3.45,
2020,4,2,2.0.00.000,Habitação,15.5544,-0.1,0.18,
2020,4,3,3.0.00.000,Artigos de residência,3.6874,-1.37,-2.58,
2020,4,4,4.0.00.000,Vestuário,4.5075,0.1,-0.9,
2020,4,5,5.0.00.000,Transportes,20.3299,-2.66,-3.44,
2020,4,6,6.0.00.000,Saúde e cuidados pessoais,13.5438,-0.22,0.39,
2020,4,7,7.0.00.000,Despesas pessoais,10.7233,-0.14,0.29,
2020,4,8,8.0.00.000,Educação,6.3893,0,4.47,
2020,4,9,9.0.00.000,Comunicação,5.7055,-0.2,0.16,
2020,5,1,1.0.00.000,Alimentação e bebidas,19.9696,0.24,3.7,
2020,5,2,2.0.00.000,Habitação,15.5855,-0.25,-0.07,
2020,5,3,3.0.00.000,Artigos de residência,3.6487,0.58,-2.02,
2020,5,4,4.0.00.000,Vestuário,4.5263,-0.58,-1.48,
2020,5,5,5.0.00.000,Transportes,19.8534,-1.9,-5.28,
2020,5,6,6.0.00.000,Saúde e cuidados pessoais,13.5533,-0.1,0.3,
2020,5,7,7.0.00.000,Despesas pessoais,10.7427,-0.04,0.25,
2020,5,8,8.0.00.000,Educação,6.4098,0.02,4.49,
2020,5,9,9.0.00.000,Comunicação,5.7106,0.24,0.4,
2020,6,1,1.0.00.000,Alimentação e bebidas,20.0937,0.38,4.09,
2020,6,2,2.0.00.000,Habitação,15.6048,0.04,-0.04,
2020,6,3,3.0.00.000,Artigos de residência,3.6841,1.3,-0.74,
2020,6,4,4.0.00.000,Vestuário,4.5173,-0.46,-1.94,
2020,6,5,5.0.00.000,Transportes,19.5495,0.31,-4.99,
2020,6,6,6.0.00.000,Saúde e cuidados pessoais,13.5915,0.35,0.65,
2020,6,7,7.0.00.000,Despesas pessoais,10.7785,-0.05,0.2,
2020,6,8,8.0.00.000,Educação,6.4346,0.05,4.54,
2020,6,9,9.0.00.000,Comunicação,5.7461,0.75,1.15,
2020,7,1,1.0.00.000,Alimentação e bebidas,20.1194,0.01,4.1,
2020,7,2,2.0.00.000,Habitação,15.5709,0.8,0.76,
2020,7,3,3.0.00.000,Artigos de residência,3.7222,0.9,0.16,
2020,7,4,4.0.00.000,Vestuário,4.4849,-0.52,-2.44,
2020,7,5,5.0.00.000,Transportes,19.5577,0.78,-4.25,
2020,7,6,6.0.00.000,Saúde e cuidados pessoais,13.6048,0.44,1.09,
2020,7,7,7.0.00.000,Despesas pessoais,10.7453,-0.11,0.1,
2020,7,8,8.0.00.000,Educação,6.4198,-0.12,4.42,
2020,7,9,9.0.00.000,Comunicação,5.7748,0.51,1.67,
2020,8,1,1.0.00.000,Alimentação e bebidas,20.0474,0.78,4.91,
2020,8,2,2.0.00.000,Habitação,15.6402,0.36,1.12,
2020,8,3,3.0.00.000,Artigos de residência,3.742,0.56,0.72,
2020,8,4,4.0.00.000,Vestuário,4.4449,-0.78,-3.21,
2020,8,5,5.0.00.000,Transportes,19.6398,0.82,-3.46,
2020,8,6,6.0.00.000,Saúde e cuidados pessoais,13.6152,0.5,1.6,
2020,8,7,7.0.00.000,Despesas pessoais,10.6963,-0.01,0.08,
2020,8,8,8.0.00.000,Educação,6.3903,-3.47,0.79,
2020,8,9,9.0.00.000,Comunicação,5.7838,0.67,2.35,
2020,9,1,1.0.00.000,Alimentação e bebidas,20.1553,2.28,7.3,
2020,9,2,2.0.00.000,Habitação,15.6597,0.37,1.5,
2020,9,3,3.0.00.000,Artigos de residência,3.7537,1,1.73,
2020,9,4,4.0.00.000,Vestuário,4.3994,0.37,-2.85,
2020,9,5,5.0.00.000,Transportes,19.7519,0.7,-2.79,
2020,9,6,6.0.00.000,Saúde e cuidados pessoais,13.6502,-0.64,0.95,
2020,9,7,7.0.00.000,Despesas pessoais,10.6677,0.09,0.17,
2020,9,8,8.0.00.000,Educação,6.1531,-0.09,0.7,
2020,9,9,9.0.00.000,Comunicação,5.8089,0.15,2.5,
2020,10,1,1.0.00.000,Alimentação e bebidas,20.4823,1.93,9.37,
2020,10,2,2.0.00.000,Habitação,15.6198,0.36,1.86,
2020,10,3,3.0.00.000,Artigos de residência,3.7668,1.53,3.28,
2020,10,4,4.0.00.000,Vestuário,4.3868,1.11,-1.77,
2020,10,5,5.0.00.000,Transportes,19.7627,1.19,-1.63,
2020,10,6,6.0.00.000,Saúde e cuidados pessoais,13.478,0.28,1.23,
2020,10,7,7.0.00.000,Despesas pessoais,10.6119,0.19,0.36,
2020,10,8,8.0.00.000,Educação,6.1103,-0.04,0.66,
2020,10,9,9.0.00.000,Comunicação,5.7815,0.21,2.72,
2020,11,1,1.0.00.000,Alimentação e bebidas,20.6985,2.54,12.14,
2020,11,2,2.0.00.000,Habitação,15.5426,0.44,2.3,
2020,11,3,3.0.00.000,Artigos de residência,3.7917,0.86,4.17,
2020,11,4,4.0.00.000,Vestuário,4.3974,0.07,-1.7,
2020,11,5,5.0.00.000,Transportes,19.8271,1.33,-0.32,
2020,11,6,6.0.00.000,Saúde e cuidados pessoais,13.4007,-0.13,1.1,
2020,11,7,7.0.00.000,Despesas pessoais,10.5415,0.01,0.38,
2020,11,8,8.0.00.000,Educação,6.0558,-0.02,0.64,
2020,11,9,9.0.00.000,Comunicação,5.7448,0.29,3.02,
2020,12,1,1.0.00.000,Alimentação e bebidas,21.037,1.74,14.09,14.09
2020,12,2,2.0.00.000,Habitação,15.4721,2.88,5.25,5.25
2020,12,3,3.0.00.000,Artigos de residência,3.7903,1.76,6,6
2020,12,4,4.0.00.000,Vestuário,4.3621,0.59,-1.13,-1.13
2020,12,5,5.0.00.000,Transportes,19.9125,1.36,1.03,1.03
2020,12,6,6.0.00.000,Saúde e cuidados pessoais,13.2657,0.4,1.5,1.5
2020,12,7,7.0.00.000,Despesas pessoais,10.4488,0.65,1.03,1.03
2020,12,8,8.0.00.000,Educação,6.0007,0.48,1.13,1.13
2020,12,9,9.0.00.000,Comunicação,5.7108,0.39,3.42,3.42
2021,1,1,1.0.00.000,Alimentação e bebidas,21.1159,1.02,1.02,14.81
2021,1,2,2.0.00.000,Habitação,15.7065,-1.07,-1.07,3.56
2021,1,3,3.0.00.000,Artigos de residência,3.8053,0.86,0.86,6.98
2021,1,4,4.0.00.000,Vestuário,4.3285,-0.07,-0.07,-0.72
2021,1,5,5.0.00.000,Transportes,19.9153,0.41,0.41,1.12
2021,1,6,6.0.00.000,Saúde e cuidados pessoais,13.1419,0.32,0.32,2.15
2021,1,7,7.0.00.000,Despesas pessoais,10.3787,0.39,0.39,1.07
2021,1,8,8.0.00.000,Educação,5.9514,0.13,0.13,1.1
2021,1,9,9.0.00.000,Comunicação,5.6564,0.02,0.02,3.32
2021,2,1,1.0.00.000,Alimentação e bebidas,21.2779,0.27,1.3,15
2021,2,2,2.0.00.000,Habitação,15.4995,0.4,-0.67,4.39
2021,2,3,3.0.00.000,Artigos de residência,3.8281,0.66,1.52,7.78
2021,2,4,4.0.00.000,Vestuário,4.3145,0.38,0.31,0.39
2021,2,5,5.0.00.000,Transportes,19.9472,2.28,2.7,3.66
2021,2,6,6.0.00.000,Saúde e cuidados pessoais,13.1514,0.62,0.95,2.05
2021,2,7,7.0.00.000,Despesas pessoais,10.3935,0.17,0.56,0.93
2021,2,8,8.0.00.000,Educação,5.9442,2.48,2.61,-0.09
2021,2,9,9.0.00.000,Comunicação,5.6437,-0.13,-0.11,2.98
2021,3,1,1.0.00.000,Alimentação e bebidas,21.1537,0.13,1.43,13.87
2021,3,2,2.0.00.000,Habitação,15.431,0.81,0.13,5.1
2021,3,3,3.0.00.000,Artigos de residência,3.8203,0.69,2.22,9.7
2021,3,4,4.0.00.000,Vestuário,4.2933,0.29,0.6,0.48
2021,3,5,5.0.00.000,Transportes,20.2283,3.81,6.61,8.58
2021,3,6,6.0.00.000,Saúde e cuidados pessoais,13.1208,-0.02,0.93,1.82
2021,3,7,7.0.00.000,Despesas pessoais,10.3231,0.04,0.6,1.2
2021,3,8,8.0.00.000,Educação,6.0399,-0.52,2.08,-1.19
2021,3,9,9.0.00.000,Comunicação,5.5897,-0.07,-0.18,2.86
2021,4,1,1.0.00.000,Alimentação e bebidas,20.9873,0.4,1.83,12.31
2021,4,2,2.0.00.000,Habitação,15.4148,0.22,0.35,5.43
2021,4,3,3.0.00.000,Artigos de residência,3.8109,0.57,2.8,11.85
2021,4,4,4.0.00.000,Vestuário,4.266,0.47,1.07,0.85
2021,4,5,5.0.00.000,Transportes,20.8018,-0.08,6.53,11.47
2021,4,6,6.0.00.000,Saúde e cuidados pessoais,12.9988,1.19,2.13,3.26
2021,4,7,7.0.00.000,Despesas pessoais,10.2321,0.01,0.61,1.35
2021,4,8,8.0.00.000,Educação,5.9538,0.04,2.12,-1.15
2021,4,9,9.0.00.000,Comunicação,5.5345,0.08,-0.1,3.16
2021,5,1,1.0.00.000,Alimentação e bebidas,21.0047,0.44,2.28,12.54
2021,5,2,2.0.00.000,Habitação,15.401,1.78,2.13,7.58
2021,5,3,3.0.00.000,Artigos de residência,3.8207,1.25,4.08,12.59
2021,5,4,4.0.00.000,Vestuário,4.2723,0.92,2,2.37
2021,5,5,5.0.00.000,Transportes,20.7223,1.15,7.76,14.94
2021,5,6,6.0.00.000,Saúde e cuidados pessoais,13.114,0.76,2.91,4.14
2021,5,7,7.0.00.000,Despesas pessoais,10.204,0.21,0.82,1.6
2021,5,8,8.0.00.000,Educação,5.9389,0.06,2.18,-1.11
2021,5,9,9.0.00.000,Comunicação,5.5221,0.21,0.11,3.12
2021,6,1,1.0.00.000,Alimentação e bebidas,20.923,0.43,2.72,12.59
2021,6,2,2.0.00.000,Habitação,15.5459,1.1,3.26,8.72
2021,6,3,3.0.00.000,Artigos de residência,3.8362,1.09,5.21,12.35
2021,6,4,4.0.00.000,Vestuário,4.2762,1.21,3.24,4.09
2021,6,5,5.0.00.000,Transportes,20.7895,0.41,8.19,15.05
2021,6,6,6.0.00.000,Saúde e cuidados pessoais,13.1053,0.51,3.44,4.31
2021,6,7,7.0.00.000,Despesas pessoais,10.1417,0.29,1.11,1.94
2021,6,8,8.0.00.000,Educação,5.8941,0.05,2.23,-1.11
2021,6,9,9.0.00.000,Comunicação,5.4881,-0.12,-0.01,2.23
2021,7,1,1.0.00.000,Alimentação e bebidas,20.9005,0.6,3.34,13.25
2021,7,2,2.0.00.000,Habitação,15.635,3.1,6.46,11.21
2021,7,3,3.0.00.000,Artigos de residência,3.8569,0.78,6.03,12.21
2021,7,4,4.0.00.000,Vestuário,4.3047,0.53,3.79,5.19
2021,7,5,5.0.00.000,Transportes,20.7635,1.52,9.84,15.9
2021,7,6,6.0.00.000,Saúde e cuidados pessoais,13.1031,-0.65,2.77,3.18
2021,7,7,7.0.00.000,Despesas pessoais,10.1174,0.45,1.57,2.52
2021,7,8,8.0.00.000,Educação,5.8659,0.18,2.41,-0.82
2021,7,9,9.0.00.000,Comunicação,5.4531,0.12,0.11,1.84
2021,8,1,1.0.00.000,Alimentação e bebidas,20.827,1.39,4.77,13.94
2021,8,2,2.0.00.000,Habitação,15.9679,0.68,7.19,11.57
2021,8,3,3.0.00.000,Artigos de residência,3.8497,0.99,7.08,12.69
2021,8,4,4.0.00.000,Vestuário,4.2862,1.02,4.84,7.1
2021,8,5,5.0.00.000,Transportes,20.8764,1.46,11.44,16.63
2021,8,6,6.0.00.000,Saúde e cuidados pessoais,12.8966,-0.04,2.73,2.63
2021,8,7,7.0.00.000,Despesas pessoais,10.0671,0.64,2.22,3.18
2021,8,8,8.0.00.000,Educação,5.8206,0.28,2.69,3.03
2021,8,9,9.0.00.000,Comunicação,5.4085,0.23,0.34,1.4
2021,9,1,1.0.00.000,Alimentação e bebidas,20.9368,1.02,5.84,12.54
2021,9,2,2.0.00.000,Habitação,15.9375,2.56,9.93,14
2021,9,3,3.0.00.000,Artigos de residência,3.8547,0.9,8.05,12.58
2021,9,4,4.0.00.000,Vestuário,4.2929,0.31,5.17,7.04
2021,9,5,5.0.00.000,Transportes,20.9944,1.82,13.46,17.93
2021,9,6,6.0.00.000,Saúde e cuidados pessoais,12.7816,0.39,3.12,3.69
2021,9,7,7.0.00.000,Despesas pessoais,10.0425,0.56,2.79,3.67
2021,9,8,8.0.00.000,Educação,5.7851,-0.01,2.69,3.12
2021,9,9,9.0.00.000,Comunicação,5.3744,0.07,0.41,1.31
2021,10,1,1.0.00.000,Alimentação e bebidas,20.9075,1.17,7.08,11.71
2021,10,2,2.0.00.000,Habitação,16.1584,1.04,11.07,14.77
2021,10,3,3.0.00.000,Artigos de residência,3.8445,1.27,9.42,12.3
2021,10,4,4.0.00.000,Vestuário,4.2564,1.8,7.06,7.77
2021,10,5,5.0.00.000,Transportes,21.1294,2.62,16.43,19.59
2021,10,6,6.0.00.000,Saúde e cuidados pessoais,12.6843,0.39,3.52,3.8
2021,10,7,7.0.00.000,Despesas pessoais,9.9838,0.75,3.56,4.25
2021,10,8,8.0.00.000,Educação,5.7196,0.06,2.74,3.22
2021,10,9,9.0.00.000,Comunicação,5.3161,0.54,0.95,1.64
2021,11,1,1.0.00.000,Alimentação e bebidas,20.894,-0.04,7.04,8.9
2021,11,2,2.0.00.000,Habitação,16.1251,1.03,12.22,15.45
2021,11,3,3.0.00.000,Artigos de residência,3.8453,1.03,10.55,12.49
2021,11,4,4.0.00.000,Vestuário,4.2804,0.95,8.08,8.72
2021,11,5,5.0.00.000,Transportes,21.4134,3.35,20.33,21.97
2021,11,6,6.0.00.000,Saúde e cuidados pessoais,12.5773,-0.57,2.93,3.34
2021,11,7,7.0.00.000,Despesas pessoais,9.9339,0.57,4.15,4.82
2021,11,8,8.0.00.000,Educação,5.6514,0.02,2.76,3.26
2021,11,9,9.0.00.000,Comunicação,5.2791,0.09,1.04,1.44
2021,12,1,1.0.00.000,Alimentação e bebidas,20.6914,0.84,7.94,7.94
2021,12,2,2.0.00.000,Habitação,16.1406,0.74,13.05,13.05
2021,12,3,3.0.00.000,Artigos de residência,3.8485,1.37,12.07,12.07
2021,12,4,4.0.00.000,Vestuário,4.2809,2.06,10.31,10.31
2021,12,5,5.0.00.000,Transportes,21.921,0.58,21.03,21.03
2021,12,6,6.0.00.000,Saúde e cuidados pessoais,12.3881,0.75,3.7,3.7
2021,12,7,7.0.00.000,Despesas pessoais,9.8961,0.56,4.73,4.73
2021,12,8,8.0.00.000,Educação,5.5989,0.05,2.81,2.81
2021,12,9,9.0.00.000,Comunicação,5.2345,0.34,1.38,1.38
2020,1,11,1.1.00.000,Alimentação no domicílio,13.4813,0.2,0.2,
2020,1,12,1.2.00.000,Alimentação fora do domicílio,5.867,0.82,0.82,
2020,1,21,2.1.00.000,Encargos e manutenção,9.9808,0.68,0.68,
2020,1,22,2.2.00.000,Combustíveis e energia,5.6138,0.31,0.31,
2020,1,31,3.1.00.000,Móveis e utensílios,1.7949,-0.19,-0.19,
2020,1,32,3.2.00.000,Aparelhos eletroeletrônicos,1.6432,0.02,0.02,
2020,1,33,3.3.00.000,Consertos e manutenção,0.3147,0.15,0.15,
2020,1,41,4.1.00.000,Roupas,3.1247,-0.64,-0.64,
2020,1,42,4.2.00.000,Calçados e acessórios,1.1975,-0.26,-0.26,
2020,1,43,4.3.00.000,Joias e bijuterias,0.1996,0.69,0.69,
2020,1,44,4.4.00.000,Tecidos e armarinho,0.0551,-0.18,-0.18,
2020,1,51,5.1.00.000,Transportes,20.5979,0.32,0.32,
2020,1,61,6.1.00.000,Produtos farmacêuticos e óticos,3.7898,0.25,0.25,
2020,1,62,6.2.00.000,Serviços de saúde,5.8041,0.5,0.5,
2020,1,63,6.3.00.000,Cuidados pessoais,3.9395,-2.07,-2.07,
2020,1,71,7.1.00.000,Serviços pessoais,6.7873,0.24,0.24,
2020,1,72,7.2.00.000,Recreação e fumo,3.9457,0.53,0.53,
2020,1,81,8.1.00.000,Cursos. leitura e papelaria,6.1485,0.16,0.16,
2020,1,91,9.1.00.000,Comunicação,5.7146,0.12,0.12,
2020,2,11,1.1.00.000,Alimentação no domicílio,13.4791,0.06,0.26,
2020,2,12,1.2.00.000,Alimentação fora do domicílio,5.9025,0.22,1.04,
2020,2,21,2.1.00.000,Encargos e manutenção,10.027,0.12,0.81,
2020,2,22,2.2.00.000,Combustíveis e energia,5.6191,-1.32,-1.02,
2020,2,31,3.1.00.000,Móveis e utensílios,1.7877,-0.1,-0.29,
2020,2,32,3.2.00.000,Aparelhos eletroeletrônicos,1.6401,-0.09,-0.06,
2020,2,33,3.3.00.000,Consertos e manutenção,0.3145,0.01,0.16,
2020,2,41,4.1.00.000,Roupas,3.098,-0.98,-1.62,
2020,2,42,4.2.00.000,Calçados e acessórios,1.1919,-0.46,-0.72,
2020,2,43,4.3.00.000,Joias e bijuterias,0.2006,1.32,2.01,
2020,2,44,4.4.00.000,Tecidos e armarinho,0.0549,0.02,-0.17,
2020,2,51,5.1.00.000,Transportes,20.6217,-0.23,0.1,
2020,2,61,6.1.00.000,Produtos farmacêuticos e óticos,3.7912,-0.45,-0.2,
2020,2,62,6.2.00.000,Serviços de saúde,5.8203,0.56,1.07,
2020,2,63,6.3.00.000,Cuidados pessoais,3.8497,2.12,0.01,
2020,2,71,7.1.00.000,Serviços pessoais,6.7892,0.2,0.44,
2020,2,72,7.2.00.000,Recreação e fumo,3.9581,0.5,1.03,
2020,2,81,8.1.00.000,Cursos. leitura e papelaria,6.1448,3.7,3.86,
2020,2,91,9.1.00.000,Comunicação,5.7096,0.21,0.33,
2020,3,11,1.1.00.000,Alimentação no domicílio,13.454,1.4,1.66,
2020,3,12,1.2.00.000,Alimentação fora do domicílio,5.9006,0.51,1.55,
2020,3,21,2.1.00.000,Encargos e manutenção,10.0156,0.08,0.89,
2020,3,22,2.2.00.000,Combustíveis e energia,5.5314,0.2,-0.82,
2020,3,31,3.1.00.000,Móveis e utensílios,1.7813,-0.62,-0.91,
2020,3,32,3.2.00.000,Aparelhos eletroeletrônicos,1.6347,-1.82,-1.88,
2020,3,33,3.3.00.000,Consertos e manutenção,0.3138,0.19,0.35,
2020,3,41,4.1.00.000,Roupas,3.0598,0.27,-1.36,
2020,3,42,4.2.00.000,Calçados e acessórios,1.1834,-0.22,-0.94,
2020,3,43,4.3.00.000,Joias e bijuterias,0.2027,1.68,3.73,
2020,3,44,4.4.00.000,Tecidos e armarinho,0.0548,0.67,0.5,
2020,3,51,5.1.00.000,Transportes,20.5255,-0.9,-0.8,
2020,3,61,6.1.00.000,Produtos farmacêuticos e óticos,3.7649,-0.37,-0.58,
2020,3,62,6.2.00.000,Serviços de saúde,5.8386,0.42,1.49,
2020,3,63,6.3.00.000,Cuidados pessoais,3.9212,0.46,0.47,
2020,3,71,7.1.00.000,Serviços pessoais,6.7859,0.13,0.57,
2020,3,72,7.2.00.000,Recreação e fumo,3.9682,-0.85,0.18,
2020,3,81,8.1.00.000,Cursos. leitura e papelaria,6.356,0.59,4.47,
2020,3,91,9.1.00.000,Comunicação,5.7077,0.04,0.36,
2020,4,11,1.1.00.000,Alimentação no domicílio,13.6323,2.24,3.94,
2020,4,12,1.2.00.000,Alimentação fora do domicílio,5.9265,0.76,2.32,
2020,4,21,2.1.00.000,Encargos e manutenção,10.0162,0.15,1.04,
2020,4,22,2.2.00.000,Combustíveis e energia,5.5382,-0.55,-1.36,
2020,4,31,3.1.00.000,Móveis e utensílios,1.7693,-1.52,-2.42,
2020,4,32,3.2.00.000,Aparelhos eletroeletrônicos,1.6039,-1.59,-3.44,
2020,4,33,3.3.00.000,Consertos e manutenção,0.3142,0.63,0.98,
2020,4,41,4.1.00.000,Roupas,3.0663,0.33,-1.03,
2020,4,42,4.2.00.000,Calçados e acessórios,1.1801,-0.69,-1.62,
2020,4,43,4.3.00.000,Joias e bijuterias,0.206,1.11,4.88,
2020,4,44,4.4.00.000,Tecidos e armarinho,0.0551,0.42,0.92,
2020,4,51,5.1.00.000,Transportes,20.3299,-2.66,-3.44,
2020,4,61,6.1.00.000,Produtos farmacêuticos e óticos,3.7484,-1.68,-2.24,
2020,4,62,6.2.00.000,Serviços de saúde,5.8586,0.47,1.97,
2020,4,63,6.3.00.000,Cuidados pessoais,3.9367,0.14,0.61,
2020,4,71,7.1.00.000,Serviços pessoais,6.7905,0.19,0.76,
2020,4,72,7.2.00.000,Recreação e fumo,3.9328,-0.69,-0.51,
2020,4,81,8.1.00.000,Cursos. leitura e papelaria,6.3893,0,4.47,
2020,4,91,9.1.00.000,Comunicação,5.7055,-0.2,0.16,
2020,5,11,1.1.00.000,Alimentação no domicílio,13.9796,0.33,4.28,
2020,5,12,1.2.00.000,Alimentação fora do domicílio,5.99,0.04,2.36,
2020,5,21,2.1.00.000,Encargos e manutenção,10.062,0,1.04,
2020,5,22,2.2.00.000,Combustíveis e energia,5.5235,-0.7,-2.05,
2020,5,31,3.1.00.000,Móveis e utensílios,1.7482,-1.85,-4.22,
2020,5,32,3.2.00.000,Aparelhos eletroeletrônicos,1.5833,3.21,-0.35,
2020,5,33,3.3.00.000,Consertos e manutenção,0.3173,0.86,1.84,
2020,5,41,4.1.00.000,Roupas,3.0862,-0.64,-1.67,
2020,5,42,4.2.00.000,Calçados e acessórios,1.1756,-0.74,-2.35,
2020,5,43,4.3.00.000,Joias e bijuterias,0.209,1,5.93,
2020,5,44,4.4.00.000,Tecidos e armarinho,0.0556,0.27,1.19,
2020,5,51,5.1.00.000,Transportes,19.8534,-1.9,-5.28,
2020,5,61,6.1.00.000,Produtos farmacêuticos e óticos,3.6965,-1.1,-3.32,
2020,5,62,6.2.00.000,Serviços de saúde,5.9026,0.44,2.41,
2020,5,63,6.3.00.000,Cuidados pessoais,3.9542,0.05,0.66,
2020,5,71,7.1.00.000,Serviços pessoais,6.8241,0.12,0.88,
2020,5,72,7.2.00.000,Recreação e fumo,3.9186,-0.32,-0.83,
2020,5,81,8.1.00.000,Cursos. leitura e papelaria,6.4098,0.02,4.49,
2020,5,91,9.1.00.000,Comunicação,5.7106,0.24,0.4,
2020,6,11,1.1.00.000,Alimentação no domicílio,14.0788,0.45,4.75,
2020,6,12,1.2.00.000,Alimentação fora do domicílio,6.0149,0.22,2.59,
2020,6,21,2.1.00.000,Encargos e manutenção,10.0987,0.05,1.09,
2020,6,22,2.2.00.000,Combustíveis e energia,5.5061,0,-2.04,
2020,6,31,3.1.00.000,Móveis e utensílios,1.7226,-0.62,-4.81,
2020,6,32,3.2.00.000,Aparelhos eletroeletrônicos,1.6403,3.34,2.99,
2020,6,33,3.3.00.000,Consertos e manutenção,0.3212,1.15,3.02,
2020,6,41,4.1.00.000,Roupas,3.0781,-0.5,-2.16,
2020,6,42,4.2.00.000,Calçados e acessórios,1.1714,-0.61,-2.95,
2020,6,43,4.3.00.000,Joias e bijuterias,0.2119,0.54,6.5,
2020,6,44,4.4.00.000,Tecidos e armarinho,0.0559,1.11,2.31,
2020,6,51,5.1.00.000,Transportes,19.5495,0.31,-4.99,
2020,6,61,6.1.00.000,Produtos farmacêuticos e óticos,3.67,1.33,-2.03,
2020,6,62,6.2.00.000,Serviços de saúde,5.9503,0.47,2.9,
2020,6,63,6.3.00.000,Cuidados pessoais,3.9712,-0.72,-0.06,
2020,6,71,7.1.00.000,Serviços pessoais,6.8578,0.15,1.03,
2020,6,72,7.2.00.000,Recreação e fumo,3.9208,-0.38,-1.21,
2020,6,81,8.1.00.000,Cursos. leitura e papelaria,6.4346,0.05,4.54,
2020,6,91,9.1.00.000,Comunicação,5.7461,0.75,1.15,
2020,7,11,1.1.00.000,Alimentação no domicílio,14.1072,0.14,4.89,
2020,7,12,1.2.00.000,Alimentação fora do domicílio,6.0123,-0.29,2.29,
2020,7,21,2.1.00.000,Encargos e manutenção,10.0774,0.13,1.22,
2020,7,22,2.2.00.000,Combustíveis e energia,5.4935,2.03,-0.05,
2020,7,31,3.1.00.000,Móveis e utensílios,1.7074,-0.07,-4.88,
2020,7,32,3.2.00.000,Aparelhos eletroeletrônicos,1.6908,1.91,4.95,
2020,7,33,3.3.00.000,Consertos e manutenção,0.324,0.8,3.84,
2020,7,41,4.1.00.000,Roupas,3.0548,-0.72,-2.87,
2020,7,42,4.2.00.000,Calçados e acessórios,1.1612,-0.31,-3.25,
2020,7,43,4.3.00.000,Joias e bijuterias,0.2125,1.04,7.61,
2020,7,44,4.4.00.000,Tecidos e armarinho,0.0564,0.5,2.82,
2020,7,51,5.1.00.000,Transportes,19.5577,0.78,-4.25,
2020,7,61,6.1.00.000,Produtos farmacêuticos e óticos,3.7093,0.28,-1.75,
2020,7,62,6.2.00.000,Serviços de saúde,5.9627,0.47,3.38,
2020,7,63,6.3.00.000,Cuidados pessoais,3.9328,0.53,0.47,
2020,7,71,7.1.00.000,Serviços pessoais,6.8499,-0.22,0.8,
2020,7,72,7.2.00.000,Recreação e fumo,3.8954,0.09,-1.12,
2020,7,81,8.1.00.000,Cursos. leitura e papelaria,6.4198,-0.12,4.42,
2020,7,91,9.1.00.000,Comunicação,5.7748,0.51,1.67,
2020,8,11,1.1.00.000,Alimentação no domicílio,14.0739,1.15,6.1,
2020,8,12,1.2.00.000,Alimentação fora do domicílio,5.9735,-0.11,2.18,
2020,8,21,2.1.00.000,Encargos e manutenção,10.0559,0.4,1.63,
2020,8,22,2.2.00.000,Combustíveis e energia,5.5843,0.27,0.22,
2020,8,31,3.1.00.000,Móveis e utensílios,1.6999,-0.37,-5.23,
2020,8,32,3.2.00.000,Aparelhos eletroeletrônicos,1.7167,1.48,6.5,
2020,8,33,3.3.00.000,Consertos e manutenção,0.3255,0.63,4.49,
2020,8,41,4.1.00.000,Roupas,3.0213,-1.11,-3.95,
