"Tabela 7060 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Mês","Geral, grupo, subgrupo, item e subitem","","Variável"
"Mês","Geral, grupo, subgrupo, item e subitem","","IPCA - Variação mensal (%)","IPCA - Variação acumulada no ano (%)","IPCA - Variação acumulada em 12 meses (%)","IPCA - Peso mensal (%)"
"maio 2022","2104005.Água sanitária","Brasil","2.07","4.79","9.02","0.0617"
"maio 2022","2104008.Detergente","Brasil","2.00","6.29","12.80","0.1514"
"maio 2022","2104009.Sabão em pó","Brasil","2.35","10.63","15.94","0.2236"
"maio 2022","2104012.Desinfetante","Brasil","1.54","4.77","8.29","0.0533"
"maio 2022","2104015.Sabão em barra","Brasil","1.58","7.32","11.68","0.0308"
"maio 2022","2104016.Esponja de limpeza","Brasil","-0.22","6.59","16.87","0.0044"
"maio 2022","2104019.Sabão líquido","Brasil","1.68","5.81","17.22","0.0061"
"maio 2022","2104020.Limpador multiuso","Brasil","1.52","7.46","13.90","0.0264"
"maio 2022","2104041.Papel toalha","Brasil","-1.64","-0.83","4.10","0.0044"
"maio 2022","2104085.Amaciante e alvejante","Brasil","1.45","7.39","13.74","0.1636"
"maio 2022","22.Combustíveis e energia","Brasil","-6.06","-8.50","11.02","6.1714"
"maio 2022","2201.Combustíveis (domésticos)","Brasil","-0.69","8.28","29.56","1.6082"
"maio 2022","2201003.Carvão vegetal","Brasil","1.50","4.37","6.33","0.0055"
"maio 2022","2201004.Gás de botijão","Brasil","-1.02","7.91","29.39","1.4468"
"maio 2022","2201005.Gás encanado","Brasil","2.23","11.91","32.18","0.1558"
"maio 2022","2202.Energia elétrica residencial","Brasil","-7.95","-13.59","5.29","4.5632"
"maio 2022","2202003.Energia elétrica residencial","Brasil","-7.95","-13.59","5.29","4.5632"
"maio 2022","3.Artigos de residência","Brasil","0.66","6.50","14.68","3.9303"
"maio 2022","31.Móveis e utensílios","Brasil","1.24","7.52","15.64","1.7975"
"maio 2022","3101.Mobiliário","Brasil","1.49","10.12","21.20","1.1392"
"maio 2022","3101002.Móvel para sala","Brasil","1.71","11.52","21.84","0.3643"
"maio 2022","3101003.Móvel para quarto","Brasil","0.87","9.29","20.03","0.5235"
"maio 2022","3101015.Móvel para copa e cozinha","Brasil","2.67","11.31","26.38","0.2091"
"maio 2022","3101016.Móvel infantil","Brasil","1.77","4.87","12.30","0.0255"
"maio 2022","3101017.Colchão","Brasil","0.67","0.42","0.29","0.0167"
"maio 2022","3102.Utensílios e enfeites","Brasil","0.57","2.87","6.47","0.4570"
"maio 2022","3102001.Artigos de iluminação","Brasil","0.41","1.58","3.96","0.0739"
"maio 2022","3102005.Tapete","Brasil","-1.20","0.43","1.92","0.0569"
"maio 2022","3102006.Cortina","Brasil","0.72","5.28","6.99","0.0864"
"maio 2022","3102007.Utensílios de metal","Brasil","1.21","2.67","9.06","0.1616"
"maio 2022","3102009.Utensílios de vidro e louça","Brasil","-0.58","2.20","5.35","0.0481"
"maio 2022","3102010.Utensílios de plástico","Brasil","0.82","4.49","5.39","0.0089"
"maio 2022","3102035.Flores naturais","Brasil","7.88","15.70","21.41","0.0062"
"maio 2022","3102337.Utensílios para bebê","Brasil","0.87","3.19","4.91","0.0150"
"maio 2022","3103.Cama, mesa e banho","Brasil","1.38","4.18","8.47","0.2014"
"maio 2022","3103001.Roupa de cama","Brasil","1.40","4.23","8.48","0.1962"
"maio 2022","3103003.Roupa de banho","Brasil","0.76","2.34","8.21","0.0051"
"maio 2022","32.Aparelhos eletroeletrônicos","Brasil","0.03","5.82","14.52","1.8101"
"maio 2022","3201.Eletrodomésticos e equipamentos","Brasil","0.94","10.92","23.40","0.9720"
"maio 2022","3201001.Refrigerador","Brasil","0.81","12.90","28.80","0.3942"
"maio 2022","3201002.Ar-condicionado","Brasil","0.60","6.80","11.11","0.1019"
"maio 2022","3201006.Máquina de lavar roupa","Brasil","0.72","10.07","20.50","0.2671"
"maio 2022","3201013.Ventilador","Brasil","0.78","5.42","10.34","0.0193"
"maio 2022","3201021.Fogão","Brasil","1.75","11.15","26.32","0.1822"
"maio 2022","3201050.Chuveiro elétrico","Brasil","1.23","6.63","10.69","0.0073"
"maio 2022","3202.Tv, som e informática","Brasil","-1.03","0.37","5.54","0.8381"
"maio 2022","3202001.Televisor","Brasil","-1.76","-1.75","7.50","0.5115"
"maio 2022","3202003.Aparelho de som","Brasil","-1.22","-0.98","0.78","0.0113"
"maio 2022","3202008.Videogame (console)","Brasil","-1.91","-7.65","5.55","0.0031"
"maio 2022","3202028.Computador pessoal","Brasil","0.17","4.10","2.69","0.3122"
"maio 2022","33.Consertos e manutenção","Brasil","0.91","4.69","10.37","0.3227"
"maio 2022","3301.Consertos e manutenção","Brasil","0.91","4.69","10.37","0.3227"
"maio 2022","3301002.Conserto de refrigerador","Brasil","-0.14","4.25","12.57","0.0155"
"maio 2022","3301006.Conserto de televisor","Brasil","2.35","3.45","5.63","0.0017"
"maio 2022","3301015.Conserto de máquina de lavar roupa","Brasil","3.25","8.57","4.11","0.0044"
"maio 2022","3301022.Reforma de estofado","Brasil","0.00","3.73","10.92","0.0450"
"maio 2022","3301088.Conserto de aparelho celular","Brasil","0.89","2.00","5.47","0.0609"
"maio 2022","3301130.Conserto de bicicleta","Brasil","1.15","5.73","11.88","0.1951"
"maio 2022","4.Vestuário","Brasil","2.11","7.34","16.08","4.3723"
"maio 2022","41.Roupas","Brasil","2.34","8.02","17.35","2.9730"
"maio 2022","4101.Roupa masculina","Brasil","2.65","8.70","20.02","1.0816"
"maio 2022","4101002.Calça comprida masculina","Brasil","2.40","9.25","19.38","0.2933"
"maio 2022","4101005.Agasalho masculino","Brasil","3.74","11.42","13.86","0.0214"
"maio 2022","4101006.Bermuda/short masculino","Brasil","2.19","6.50","17.35","0.1740"
"maio 2022","4101008.Cueca","Brasil","-0.56","9.41","16.44","0.0077"
"maio 2022","4101009.Camisa/camiseta masculina","Brasil","2.91","8.99","21.44","0.5852"
"maio 2022","4102.Roupa feminina","Brasil","2.18","8.69","17.03","1.3075"
"maio 2022","4102002.Calça comprida feminina","Brasil","2.98","10.17","19.25","0.3061"
"maio 2022","4102003.Agasalho feminino","Brasil","3.87","13.87","7.41","0.0241"
"maio 2022","4102004.Saia","Brasil","2.27","9.71","14.00","0.0084"
"maio 2022","4102005.Vestido","Brasil","3.07","10.82","18.12","0.2875"
"maio 2022","4102008.Blusa","Brasil","1.36","7.23","17.25","0.5076"
"maio 2022","4102010.Lingerie","Brasil","1.77","6.46","13.00","0.1085"
"maio 2022","4102013.Bermuda/short feminino","Brasil","0.90","5.70","11.55","0.0653"
"maio 2022","4103.Roupa infantil","Brasil","2.14","5.32","13.37","0.5839"
"maio 2022","4103001.Uniforme escolar","Brasil","0.61","6.25","12.05","0.0847"
"maio 2022","4103002.Calça comprida infantil","Brasil","3.08","10.74","16.61","0.0736"
"maio 2022","4103005.Agasalho infantil","Brasil","3.70","13.25","5.46","0.0077"
"maio 2022","4103007.Vestido infantil","Brasil","1.77","2.88","9.82","0.0502"
"maio 2022","4103008.Bermuda/short infantil","Brasil","2.21","5.50","15.67","0.0533"
"maio 2022","4103011.Camisa/camiseta infantil","Brasil","2.76","5.23","13.43","0.1832"
"maio 2022","4103031.Conjunto infantil","Brasil","1.75","2.43","13.31","0.1312"
"maio 2022","42.Calçados e acessórios","Brasil","2.06","7.00","15.43","1.1243"
"maio 2022","4201.Calçados e acessórios","Brasil","2.06","7.00","15.43","1.1243"
"maio 2022","4201002.Sapato masculino","Brasil","1.38","5.71","15.04","0.1467"
"maio 2022","4201003.Sapato feminino","Brasil","2.43","5.71","14.67","0.2579"
"maio 2022","4201004.Sapato infantil","Brasil","2.84","7.71","13.10","0.0248"
"maio 2022","4201015.Bolsa","Brasil","2.10","7.98","15.14","0.0607"
"maio 2022","4201040.Mochila","Brasil","0.86","8.83","16.24","0.0090"
"maio 2022","4201063.Tênis","Brasil","2.44","8.66","16.98","0.4419"
"maio 2022","4201098.Sandália/chinelo","Brasil","1.13","5.43","13.51","0.1832"
"maio 2022","43.Joias e bijuterias","Brasil","-0.34","1.04","4.83","0.2196"
"maio 2022","4301.Joias e bijuterias","Brasil","-0.34","1.04","4.83","0.2196"
"maio 2022","4301001.Bijuteria","Brasil","1.57","7.48","19.38","0.0173"
"maio 2022","4301002.Joia","Brasil","-1.12","-1.30","1.28","0.1520"
"maio 2022","4301004.Relógio de pulso","Brasil","1.36","6.28","11.70","0.0503"
"maio 2022","44.Tecidos e armarinho","Brasil","0.65","4.13","10.35","0.0554"
"maio 2022","4401.Tecidos e armarinho","Brasil","0.65","4.13","10.35","0.0554"
"maio 2022","4401001.Tecido","Brasil","0.78","4.46","11.00","0.0458"
"maio 2022","4401002.Artigos de armarinho","Brasil","0.05","2.55","7.33","0.0096"
"maio 2022","5.Transportes","Brasil","1.34","6.77","19.92","22.1124"
"maio 2022","51.Transportes","Brasil","1.34","6.77","19.92","22.1124"
"maio 2022","5101.Transporte público","Brasil","3.23","0.96","17.43","2.7984"
"maio 2022","5101001.Ônibus urbano","Brasil","0.06","2.44","2.82","1.1860"
"maio 2022","5101002.Táxi","Brasil","0.72","12.27","12.27","0.1903"
"maio 2022","5101004.Trem","Brasil","0.00","0.00","0.00","0.0333"
"maio 2022","5101006.Ônibus intermunicipal","Brasil","1.19","3.61","5.51","0.3754"
"maio 2022","5101007.Ônibus interestadual","Brasil","1.37","8.06","16.24","0.1081"
"maio 2022","5101010.Passagem aérea","Brasil","18.33","-6.88","88.65","0.4444"
"maio 2022","5101011.Metrô","Brasil","0.27","3.92","5.75","0.0655"
"maio 2022","5101026.Transporte escolar","Brasil","0.43","5.21","4.17","0.1221"
"maio 2022","5101051.Transporte por aplicativo","Brasil","0.05","-5.68","64.31","0.2163"
"maio 2022","5101053.Integração transporte público","Brasil","0.00","0.00","0.00","0.0569"
"maio 2022","5102.Veículo próprio","Brasil","1.12","6.88","14.62","11.1844"
"maio 2022","5102001.Automóvel novo","Brasil","0.73","5.62","17.09","3.1235"
"maio 2022","5102004.Emplacamento e licença","Brasil","1.71","8.81","9.39","2.2097"
"maio 2022","5102005.Seguro voluntário de veículo","Brasil","3.49","18.68","32.45","0.7996"
"maio 2022","5102006.Multa","Brasil","0.00","0.00","0.00","0.1003"
"maio 2022","5102007.Óleo lubrificante","Brasil","1.95","5.35","19.64","0.1368"
"maio 2022","5102009.Acessórios e peças","Brasil","0.40","3.73","10.21","0.1768"
"maio 2022","5102010.Pneu","Brasil","1.26","6.70","21.14","0.2608"
"maio 2022","5102011.Conserto de automóvel","Brasil","0.35","5.83","8.99","1.6393"
"maio 2022","5102013.Estacionamento","Brasil","0.99","2.53","3.66","0.0590"
"maio 2022","5102015.Pedágio","Brasil","0.11","0.37","5.84","0.0876"
"maio 2022","5102020.Automóvel usado","Brasil","0.40","3.77","14.94","1.9417"
"maio 2022","5102037.Pintura de veículo","Brasil","0.25","4.75","7.03","0.0141"
"maio 2022","5102051.Aluguel de veículo","Brasil","-5.91","-20.61","5.17","0.0189"
"maio 2022","5102053.Motocicleta","Brasil","2.76","10.20","19.74","0.6162"
"maio 2022","5104.Combustíveis (veículos)","Brasil","1.00","8.83","29.12","8.1296"
"maio 2022","5104001.Gasolina","Brasil","0.92","8.83","28.73","6.8084"
"maio 2022","5104002.Etanol","Brasil","-0.43","2.63","25.31","0.9521"
"maio 2022","5104003.Óleo diesel","Brasil","3.72","28.49","52.27","0.2907"
"maio 2022","5104005.Gás veicular","Brasil","14.88","23.53","34.79","0.0784"
"maio 2022","6.Saúde e cuidados pessoais","Brasil","1.01","4.58","5.38","12.3006"
"maio 2022","61.Produtos farmacêuticos e óticos","Brasil","2.37","10.44","12.46","3.5185"
"maio 2022","6101.Produtos farmacêuticos","Brasil","2.51","11.20","13.41","3.2661"
"maio 2022","6101001.Anti-infeccioso e antibiótico","Brasil","1.89","10.69","13.75","0.2277"
"maio 2022","6101002.Analgésico e antitérmico","Brasil","2.86","12.37","17.31","0.5589"
"maio 2022","6101003.Anti-inflamatório e antirreumático","Brasil","2.66","11.52","12.43","0.1552"
"maio 2022","6101004.Antigripal e antitussígeno","Brasil","1.89","10.82","16.28","0.1876"
"maio 2022","6101006.Dermatológico","Brasil","2.48","11.67","16.31","0.1320"
"maio 2022","6101007.Antialérgico e broncodilatador","Brasil","3.07","11.68","13.52","0.1716"
"maio 2022","6101009.Gastroprotetor","Brasil","2.10","12.08","13.85","0.1376"
"maio 2022","6101010.Vitamina e fortificante","Brasil","2.57","11.02","10.66","0.2159"
"maio 2022","6101011.Hormonal","Brasil","2.24","10.17","11.78","0.1941"
"maio 2022","6101013.Psicotrópico e anorexígeno","Brasil","2.87","11.10","15.36","0.2919"
"maio 2022","6101014.Hipotensor e hipocolesterolêmico","Brasil","2.63","11.05","9.85","0.5857"
"maio 2022","6101051.Oftalmológico","Brasil","3.02","12.44","12.86","0.0909"
"maio 2022","6101064.Antidiabético","Brasil","2.13","9.70","13.19","0.1755"
"maio 2022","6101148.Neurológico","Brasil","1.61","9.36","10.72","0.1415"
"maio 2022","6102.Produtos óticos","Brasil","0.63","1.26","1.23","0.2525"
"maio 2022","6102012.Óculos de grau","Brasil","0.63","1.26","1.23","0.2525"
"maio 2022","62.Serviços de saúde","Brasil","-0.23","-1.20","-1.16","5.0657"
"maio 2022","6201.Serviços médicos e dentários","Brasil","0.81","3.91","6.31","1.0710"
"maio 2022","6201002.Médico","Brasil","0.91","4.47","6.43","0.5125"
"maio 2022","6201003.Dentista","Brasil","0.65","3.31","6.31","0.4973"
"maio 2022","6201005.Aparelho ortodôntico","Brasil","0.96","3.61","5.17","0.0173"
"maio 2022","6201007.Fisioterapeuta","Brasil","1.48","6.36","4.28","0.0004"
"maio 2022","6201010.Psicólogo","Brasil","1.23","4.34","5.32","0.0435"
"maio 2022","6202.Serviços laboratoriais e hospitalares","Brasil","0.61","3.24","6.06","0.5669"
"maio 2022","6202003.Exame de laboratório","Brasil","0.53","3.27","5.43","0.1036"
"maio 2022","6202004.Hospitalização e cirurgia","Brasil","0.69","3.59","6.90","0.3392"
"maio 2022","6202006.Exame de imagem","Brasil","0.45","2.27","4.33","0.1242"
"maio 2022","6203.Plano de saúde","Brasil","-0.69","-3.40","-4.38","3.4278"
"maio 2022","6203001.Plano de saúde","Brasil","-0.69","-3.40","-4.38","3.4278"
"maio 2022","63.Cuidados pessoais","Brasil","1.43","7.55","8.48","3.7164"
"maio 2022","6301.Higiene pessoal","Brasil","1.43","7.55","8.48","3.7164"
"maio 2022","6301001.Produto para cabelo","Brasil","1.81","6.31","9.23","0.5842"
"maio 2022","6301002.Fralda descartável","Brasil","0.39","4.06","9.06","0.2141"
"maio 2022","6301004.Produto para barba","Brasil","0.29","2.15","3.56","0.1184"
"maio 2022","6301006.Produto para pele","Brasil","4.59","9.78","11.15","0.3627"
"maio 2022","6301007.Produto para higiene bucal","Brasil","1.66","6.26","10.30","0.2553"
"maio 2022","6301010.Produto para unha","Brasil","0.96","3.29","4.56","0.0035"
"maio 2022","6301011.Perfume","Brasil","-0.12","10.00","3.98","0.9880"
"maio 2022","6301014.Desodorante","Brasil","1.40","3.70","3.89","0.4019"
"maio 2022","6301015.Absorvente higiênico","Brasil","2.51","4.52","10.05","0.1055"
"maio 2022","6301016.Sabonete","Brasil","2.17","12.57","23.17","0.3310"
"maio 2022","6301017.Papel higiênico","Brasil","1.04","5.23","9.49","0.2018"
"maio 2022","6301020.Artigos de maquiagem","Brasil","2.64","8.82","11.50","0.1500"
"maio 2022","7.Despesas pessoais","Brasil","0.52","3.05","7.04","9.7129"
"maio 2022","71.Serviços pessoais","Brasil","0.59","2.36","4.27","6.0090"
"maio 2022","7101.Serviços pessoais","Brasil","0.59","2.36","4.27","6.0090"
"maio 2022","7101001.Costureira","Brasil","0.40","1.27","7.95","0.0118"
"maio 2022","7101005.Manicure","Brasil","0.48","2.32","8.78","0.3722"
"maio 2022","7101010.Empregado doméstico","Brasil","0.45","1.02","1.89","2.7023"
"maio 2022","7101011.Cabeleireiro e barbeiro","Brasil","1.04","4.45","8.71","0.9806"
"maio 2022","7101014.Depilação","Brasil","1.60","5.14","11.91","0.0574"
"maio 2022","7101034.Cartório","Brasil","0.00","12.07","12.14","0.0225"
"maio 2022","7101036.Despachante","Brasil","3.34","8.61","14.94","0.0927"
"maio 2022","7101076.Serviço bancário","Brasil","0.46","2.86","3.72","1.6160"
"maio 2022","7101090.Conselho de classe","Brasil","0.21","1.03","1.45","0.0488"
"maio 2022","7101144.Sobrancelha","Brasil","-0.05","2.70","6.84","0.1044"
"maio 2022","72.Recreação e fumo","Brasil","0.40","4.17","11.88","3.7039"
"maio 2022","7201.Recreação","Brasil","0.46","4.83","13.31","3.2109"
"maio 2022","7201006.Clube","Brasil","1.04","4.77","7.11","0.0745"
"maio 2022","7201010.Instrumento musical","Brasil","-0.37","-0.87","5.91","0.0173"
"maio 2022","7201015.Tratamento de animais (clínica)","Brasil","-0.06","3.34","6.88","0.2728"
"maio 2022","7201019.Bicicleta","Brasil","2.05","4.09","10.42","0.1018"
"maio 2022","7201020.Alimento para animais","Brasil","0.39","5.42","19.81","0.3847"
"maio 2022","7201023.Brinquedo","Brasil","0.81","9.42","20.58","0.2122"
"maio 2022","7201054.Casa noturna","Brasil","-1.24","-3.47","-3.82","0.0368"
"maio 2022","7201063.Jogos de azar","Brasil","0.00","0.00","0.00","0.4445"
"maio 2022","7201067.Material de caça e pesca","Brasil","1.79","4.71","11.84","0.0090"
"maio 2022","7201090.Hospedagem","Brasil","1.87","7.60","19.13","0.5124"
"maio 2022","7201095.Pacote turístico","Brasil","-0.88","3.58","24.34","0.5171"
"maio 2022","7201256.Serviço de higiene para animais","Brasil","1.15","4.21","7.96","0.1333"
"maio 2022","7201266.Cinema, teatro e concertos","Brasil","0.55","7.60","11.59","0.4944"
"maio 2022","7202.Fumo","Brasil","0.00","0.06","3.30","0.4930"
"maio 2022","7202041.Cigarro","Brasil","0.00","0.06","3.30","0.4930"
"maio 2022","8.Educação","Brasil","0.04","6.15","6.81","5.6581"
"maio 2022","81.Cursos, leitura e papelaria","Brasil","0.04","6.15","6.81","5.6581"
"maio 2022","8101.Cursos regulares","Brasil","0.00","6.67","7.05","4.2646"
"maio 2022","8101001.Creche","Brasil","0.00","6.53","7.70","0.1835"
"maio 2022","8101002.Pré-escola","Brasil","0.00","7.67","7.91","0.3036"
"maio 2022","8101003.Ensino fundamental","Brasil","0.00","8.06","8.84","1.4653"
"maio 2022","8101004.Ensino médio","Brasil","0.00","7.53","8.25","0.3717"
"maio 2022","8101005.Ensino superior","Brasil","0.00","5.82","5.67","1.6225"
"maio 2022","8101006.Pós-graduação","Brasil","0.00","2.79","3.68","0.2520"
"maio 2022","8101008.Educação de jovens e adultos","Brasil","0.00","3.28","1.65","0.0373"
"maio 2022","8101045.Curso técnico","Brasil","0.00","4.31","5.48","0.0286"
"maio 2022","8102.Leitura","Brasil","0.01","3.09","6.24","0.4962"
"maio 2022","8102001.Jornal diário","Brasil","0.00","6.91","12.31","0.0307"
"maio 2022","8102004.Revista","Brasil","-2.52","-0.62","26.38","0.0325"
"maio 2022","8102007.Livro didático","Brasil","0.00","2.29","2.89","0.3423"
"maio 2022","8102008.Livro não didático","Brasil","0.95","6.30","11.65","0.0908"
"maio 2022","8103.Papelaria","Brasil","0.88","4.01","9.24","0.1341"
"maio 2022","8103001.Caderno","Brasil","1.26","5.53","10.22","0.0484"
"maio 2022","8103014.Artigos de papelaria","Brasil","0.66","3.17","8.69","0.0856"
"maio 2022","8104.Cursos diversos","Brasil","0.17","5.66","5.43","0.7632"
"maio 2022","8104001.Curso preparatório","Brasil","0.00","4.99","5.64","0.0687"
"maio 2022","8104003.Curso de idioma","Brasil","0.00","7.29","4.29","0.2740"
"maio 2022","8104004.Curso de informática","Brasil","0.13","5.14","1.39","0.0014"
"maio 2022","8104005.Autoescola","Brasil","0.42","6.10","9.60","0.0488"
"maio 2022","8104006.Atividades físicas","Brasil","0.29","4.55","5.74","0.3702"
"maio 2022","9.Comunicação","Brasil","0.72","2.10","3.39","5.0686"
"maio 2022","91.Comunicação","Brasil","0.72","2.10","3.39","5.0686"
"maio 2022","9101.Comunicação","Brasil","0.72","2.10","3.39","5.0686"
"maio 2022","9101001.Correio","Brasil","5.50","7.48","9.43","0.0597"
"maio 2022","9101002.Plano de telefonia fixa","Brasil","0.02","0.21","10.62","0.2491"
"maio 2022","9101008.Plano de telefonia móvel","Brasil","0.82","1.60","1.76","1.3850"
"maio 2022","9101010.Tv por assinatura","Brasil","4.00","4.00","4.00","0.3404"
"maio 2022","9101018.Acesso à internet","Brasil","0.00","0.00","0.00","0.4996"
"maio 2022","9101019.Aparelho telefônico","Brasil","-0.39","0.85","4.04","0.9515"
"maio 2022","9101115.Serviços de streaming","Brasil","0.00","0.00","11.52","0.0689"
"maio 2022","9101116.Combo de telefonia, internet e tv por assinatura","Brasil","0.79","3.84","3.84","1.5143"
"junho 2022","Índice geral","Brasil","0.67","5.49","11.89","100.0000"
"junho 2022","1.Alimentação e bebidas","Brasil","0.80","8.42","13.93","21.2610"
"junho 2022","11.Alimentação no domicílio","Brasil","0.63","10.22","16.71","15.6583"
"junho 2022","1101.Cereais, leguminosas e oleaginosas","Brasil","1.00","7.87","-3.33","0.8498"
"junho 2022","1101002.Arroz","Brasil","-0.76","1.81","-10.00","0.5910"
"junho 2022","1101051.Feijão - mulatinho","Brasil","4.41","9.62","8.30","0.0141"
"junho 2022","1101052.Feijão - preto","Brasil","-3.33","0.22","-10.28","0.0591"
"junho 2022","1101053.Feijão - macáçar (fradinho)","Brasil","-3.30","1.97","-0.13","0.0192"
"junho 2022","1101073.Feijão - carioca (rajado)","Brasil","9.74","40.97","29.61","0.1539"
"junho 2022","1101079.Milho (em grão)","Brasil","-0.55","12.12","25.46","0.0125"
"junho 2022","1102.Farinhas, féculas e massas","Brasil","1.52","13.16","19.41","0.4928"
"junho 2022","1102001.Farinha de arroz","Brasil","1.46","9.54","11.06","0.0024"
"junho 2022","1102006.Macarrão","Brasil","1.94","14.29","20.04","0.1566"
"junho 2022","1102008.Fubá de milho","Brasil","0.53","4.96","18.74","0.0099"
"junho 2022","1102010.Flocos de milho","Brasil","2.68","8.01","8.33","0.0093"
"junho 2022","1102012.Farinha de trigo","Brasil","3.00","24.61","29.74","0.0605"
"junho 2022","1102023.Farinha de mandioca","Brasil","-0.10","12.48","16.69","0.1021"
"junho 2022","1102029.Massa semipreparada","Brasil","0.75","7.19","16.02","0.1230"
"junho 2022","1102061.Macarrão instantâneo","Brasil","4.99","19.22","25.12","0.0290"
"junho 2022","1103.Tubérculos, raízes e legumes","Brasil","-5.53","29.59","65.71","0.9223"
"junho 2022","1103002.Batata-doce","Brasil","2.62","-5.77","17.27","0.0277"
"junho 2022","1103003.Batata-inglesa","Brasil","-3.47","55.77","76.01","0.2524"
"junho 2022","1103004.Inhame","Brasil","-6.69","4.94","2.02","0.0016"
"junho 2022","1103005.Mandioca (aipim)","Brasil","-1.94","-2.03","35.48","0.0202"
"junho 2022","1103020.Abobrinha","Brasil","7.21","54.41","82.99","0.0119"
"junho 2022","1103025.Pepino","Brasil","8.81","55.58","95.81","0.0038"
"junho 2022","1103026.Pimentão","Brasil","-5.65","11.23","48.96","0.0247"
"junho 2022","1103028.Tomate","Brasil","-2.70","10.50","67.04","0.3066"
"junho 2022","1103043.Cebola","Brasil","-7.06","48.23","60.39","0.1836"
"junho 2022","1103044.Cenoura","Brasil","-23.36","45.67","83.99","0.0899"
"junho 2022","1104.Açúcares e derivados","Brasil","0.73","7.03","18.42","0.7175"
"junho 2022","1104003.Açúcar refinado","Brasil","0.19","0.80","28.35","0.1220"
"junho 2022","1104004.Açúcar cristal","Brasil","-0.41","5.13","26.58","0.1391"
"junho 2022","1104018.Balas","Brasil","-0.99","2.03","8.68","0.0151"
"junho 2022","1104023.Chocolate em barra e bombom","Brasil","1.18","6.40","11.06","0.1810"
"junho 2022","1104032.Sorvete","Brasil","1.12","11.37","14.91","0.1453"
"junho 2022","1104052.Chocolate e achocolatado em pó","Brasil","1.74","13.03","18.01","0.1129"
"junho 2022","1104060.Doce de frutas em pasta","Brasil","-2.71","8.75","12.75","0.0015"
"junho 2022","1104067.Açúcar demerara","Brasil","0.09","8.37","22.60","0.0005"
"junho 2022","1105.Hortaliças e verduras","Brasil","-3.80","30.62","29.28","0.2663"
"junho 2022","1105001.Alface","Brasil","-4.80","34.78","34.20","0.1315"
"junho 2022","1105004.Coentro","Brasil","6.77","3.62","-5.19","0.0075"
"junho 2022","1105005.Couve","Brasil","-1.66","32.17","30.23","0.0191"
"junho 2022","1105006.Couve-flor","Brasil","-10.13","14.06","15.53","0.0033"
"junho 2022","1105010.Repolho","Brasil","-8.75","51.74","35.23","0.0257"
"junho 2022","1105012.Cheiro-verde","Brasil","-0.99","20.61","22.13","0.0465"
"junho 2022","1105019.Brócolis","Brasil","-2.90","26.61","30.16","0.0326"
"junho 2022","1106.Frutas","Brasil","0.11","8.39","28.90","0.9870"
"junho 2022","1106001.Banana-da-terra","Brasil","3.33","16.67","29.72","0.0170"
"junho 2022","1106003.Abacaxi","Brasil","-1.35","3.08","2.43","0.0170"
"junho 2022","1106004.Abacate","Brasil","-1.89","-25.01","19.05","0.0011"
"junho 2022","1106005.Banana - d'água","Brasil","-0.78","0.87","29.42","0.0970"
"junho 2022","1106006.Banana - maçã","Brasil","2.29","-20.21","14.10","0.0043"
"junho 2022","1106008.Banana - prata","Brasil","-1.06","0.21","26.27","0.1775"
"junho 2022","1106011.Laranja - baía","Brasil","-20.87","-6.76","7.44","0.0057"
"junho 2022","1106012.Laranja - lima","Brasil","-11.48","-19.95","23.96","0.0053"
"junho 2022","1106015.Limão","Brasil","2.81","-29.65","-13.08","0.0147"
"junho 2022","1106017.Maçã","Brasil","0.08","25.10","26.74","0.1516"
"junho 2022","1106018.Mamão","Brasil","9.07","11.95","74.55","0.1157"
"junho 2022","1106019.Manga","Brasil","2.27","43.67","46.52","0.0716"
"junho 2022","1106020.Maracujá","Brasil","6.92","10.08","38.31","0.0083"
"junho 2022","1106021.Melancia","Brasil","-4.75","12.82","31.18","0.0355"
"junho 2022","1106022.Melão","Brasil","2.36","64.60","78.37","0.0258"
"junho 2022","1106023.Pera","Brasil","1.53","-14.69","7.63","0.0215"
"junho 2022","1106027.Tangerina","Brasil","-6.59","-12.76","28.51","0.0309"
"junho 2022","1106028.Uva","Brasil","-4.52","5.50","8.79","0.0777"
"junho 2022","1106039.Laranja - pera","Brasil","-4.05","-3.41","8.57","0.0920"
"junho 2022","1106051.Morango","Brasil","13.30","106.81","75.03","0.0124"
"junho 2022","1106084.Goiaba","Brasil","6.01","7.53","20.77","0.0045"
"junho 2022","1107.Carnes","Brasil","-0.62","2.76","3.92","2.9238"
"junho 2022","1107009.Fígado","Brasil","-1.10","0.21","6.59","0.0216"
"junho 2022","1107018.Carne de porco","Brasil","1.02","-3.91","-5.21","0.3276"
"junho 2022","1107031.Carne de carneiro","Brasil","-2.55","-8.65","-2.15","0.0025"
"junho 2022","1107081.Cupim","Brasil","2.71","4.91","3.45","0.0104"
"junho 2022","1107084.Contrafilé","Brasil","-0.66","5.05","11.12","0.4985"
"junho 2022","1107085.Filé-mignon","Brasil","-0.41","-9.98","5.75","0.0277"
"junho 2022","1107087.Chã de dentro","Brasil","-1.96","2.29","5.17","0.3311"
"junho 2022","1107088.Alcatra","Brasil","-1.18","5.50","9.20","0.3733"
"junho 2022","1107089.Patinho","Brasil","-1.07","5.55","4.90","0.1854"
